22.607791,114.026093
22.608881,114.024576
22.609737,114.023058
22.606507,114.01939
22.603939,114.016523
22.601059,114.013951
22.599813,114.016059
22.601642,114.016397
22.604639,114.015722
22.608142,114.014331
22.613724,114.013341
22.620116,114.013669
22.626027,114.01105
22.634469,114.005062
22.645214,114.002402
22.657492,113.993504
22.667775,113.987101
22.676637,113.979825
22.686574,113.970969
22.683121,113.971717
22.68151,113.966021
22.67656,113.953299
22.66789,113.939952
22.661406,113.931512
22.657071,113.925441
22.656188,113.915795
22.65615,113.906232
22.655075,113.889601
22.653234,113.877295
22.64625,113.867399
22.635007,113.864696
22.624261,113.859167
22.616854,113.841413
22.609869,113.825738
22.60418,113.814157
22.602139,113.813728
