22.602686,114.028333
22.59225,114.028469
22.587607,114.017786
22.578825,114.014961
22.566919,114.016857
22.555838,114.015682
22.554283,114.011756
22.552975,114.007807
22.552935,114.002003
22.553946,113.998881
22.555719,113.994804
22.555918,113.990834
22.555541,113.989011
22.554897,113.985824
22.554035,113.981908
22.553569,113.978507
22.554283,113.975449
22.55453,113.971984
22.554223,113.969441
22.553599,113.9656
22.55345,113.962199
22.553262,113.957661
22.552836,113.953552
22.552033,113.94838
22.552331,113.942587
22.552578,113.922969
22.550082,113.916875
22.547188,113.913313
22.550359,113.910867
22.552737,113.909708
22.555868,113.90679
22.558563,113.903228
22.564865,113.896747
22.576238,113.884946
22.601833,113.864543
22.617367,113.854931
22.618833,113.848764
22.618041,113.845975
22.616922,113.841458
22.614674,113.835943
22.611891,113.830042
22.608365,113.822897
22.605086,113.815585
22.603343,113.814684
22.602392,113.813826
